Suburb,Rooms,Type,Price,Postcode,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_price_max
Clifton Hill,2,h,856000.0,3068.0,0.0,170.0,,,-37.7936,144.995,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,2,u,885500.0,3068.0,2.0,0.0,136.0,2005.0,-37.7937,144.9983,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,3,h,1680000.0,3068.0,1.0,201.0,,,-37.7884,145.0,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,2,h,730000.0,3068.0,1.0,103.0,,,-37.7898,144.9957,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,3,t,825000.0,3068.0,1.0,67.0,119.0,2010.0,-37.7946,144.9989,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,2,u,533000.0,3068.0,1.0,0.0,,1970.0,-37.7931,144.9938,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,2,h,1430000.0,3068.0,0.0,151.0,,1910.0,-37.7912,144.9963,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,4,h,1506000.0,3068.0,0.0,162.0,169.0,1995.0,-37.7885,144.9994,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,3,h,1150000.0,3068.0,1.0,169.0,,,-37.7925,144.9877,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,3,h,1360000.0,3068.0,0.0,118.0,118.0,1880.0,-37.7921,144.9858,3068.0,300.0,116.82666666666667,335.0
Clifton Hill,2,t,640000.0,3068.0,1.0,0.0,,,-37.7873,144.9961,3068.0,300.0,116.82666666666667,335.0
Coburg,2,h,850000.0,3058.0,1.0,371.0,93.0,1930.0,-37.735,144.9589,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,784000.0,3058.0,1.0,286.0,110.0,1890.0,-37.7427,144.952,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,680000.0,3058.0,0.0,702.0,108.0,1950.0,-37.7391,144.9812,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1221000.0,3058.0,2.0,596.0,,,-37.7456,144.9696,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,807000.0,3058.0,1.0,0.0,176.0,2010.0,-37.7546,144.9713,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,790000.0,3058.0,2.0,371.0,,,-37.7435,144.9507,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,955000.0,3058.0,1.0,295.0,,,-37.7374,144.9617,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,675000.0,3058.0,2.0,142.0,123.0,2005.0,-37.7382,144.97299999999996,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1010000.0,3058.0,1.0,278.0,278.0,,-37.7494,144.9686,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1202000.0,3058.0,2.0,423.0,140.0,1940.0,-37.7493,144.9559,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1370000.0,3058.0,1.0,233.0,180.0,1890.0,-37.7549,144.9611,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,550000.0,3058.0,1.0,0.0,,,-37.7358,144.9801,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1000000.0,3058.0,3.0,370.0,110.0,1920.0,-37.744,144.9501,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,935500.0,3058.0,2.0,386.0,,,-37.7364,144.96,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,905000.0,3058.0,1.0,439.0,,,-37.7363,144.9507,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,860000.0,3058.0,1.0,283.0,109.0,1915.0,-37.7416,144.9582,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,953000.0,3058.0,1.0,170.0,101.0,1890.0,-37.7508,144.9608,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,735000.0,3058.0,1.0,280.0,93.0,1900.0,-37.7429,144.952,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,550000.0,3058.0,2.0,0.0,168.0,,-37.7372,144.9764,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1100000.0,3058.0,1.0,576.0,,,-37.7432,144.9474,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,947000.0,3058.0,1.0,372.0,125.0,1920.0,-37.735,144.9581,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,500000.0,3058.0,1.0,0.0,74.0,1970.0,-37.7405,144.9644,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,865000.0,3058.0,2.0,263.0,,2008.0,-37.7546,144.9713,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,466000.0,3058.0,1.0,0.0,62.0,1980.0,-37.7527,144.9522,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,740000.0,3058.0,1.0,255.0,164.0,2014.0,-37.7546,144.9713,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,812000.0,3058.0,1.0,370.0,130.0,1930.0,-37.7561,144.9718,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,766000.0,3058.0,0.0,378.0,124.0,1930.0,-37.7561,144.9716,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,825000.0,3058.0,1.0,374.0,118.0,1910.0,-37.7561,144.9715,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1131000.0,3058.0,2.0,494.0,300.0,2001.0,-37.7359,144.9711,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1064000.0,3058.0,1.0,417.0,178.0,1940.0,-37.7478,144.9583,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,610000.0,3058.0,1.0,114.0,,,-37.7466,144.9482,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1210000.0,3058.0,1.0,379.0,125.0,1925.0,-37.7544,144.9764,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,434000.0,3058.0,1.0,0.0,80.0,1965.0,-37.7405,144.9644,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,653000.0,3058.0,1.0,129.0,107.0,2012.0,-37.7422,144.9606,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,640000.0,3058.0,2.0,119.0,109.0,1995.0,-37.7403,144.9491,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,820000.0,3058.0,1.0,597.0,,1960.0,-37.7402,144.9807,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1250000.0,3058.0,2.0,613.0,,,-37.7433,144.9762,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1090000.0,3058.0,1.0,464.0,,,-37.753,144.9485,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1130000.0,3058.0,2.0,735.0,127.0,1920.0,-37.7379,144.9623,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1145000.0,3058.0,2.0,480.0,,,-37.7402,144.9607,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,657000.0,3058.0,2.0,138.0,,,-37.7427,144.9711,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,763000.0,3058.0,1.0,107.0,110.0,1994.0,-37.7517,144.963,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,903000.0,3058.0,1.0,253.0,94.0,1910.0,-37.7484,144.9521,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1000000.0,3058.0,1.0,431.0,117.0,1970.0,-37.75,144.9695,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,865000.0,3058.0,1.0,452.0,125.0,1925.0,-37.7525,144.94799999999995,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,485000.0,3058.0,1.0,0.0,96.0,1880.0,-37.7367,144.9701,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1278000.0,3058.0,3.0,405.0,156.0,1930.0,-37.7464,144.959,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,590000.0,3058.0,2.0,0.0,109.0,2013.0,-37.7458,144.9751,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1000000.0,3058.0,1.0,381.0,,1938.0,-37.7337,144.9548,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,590000.0,3058.0,2.0,0.0,168.0,,-37.7372,144.9764,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1030000.0,3058.0,1.0,404.0,,,-37.7504,144.9537,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1136000.0,3058.0,1.0,420.0,146.0,1920.0,-37.7501,144.96200000000005,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,635000.0,3058.0,1.0,97.0,95.0,2014.0,-37.7516,144.9623,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1061000.0,3058.0,1.0,527.0,,,-37.7359,144.9502,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1155000.0,3058.0,2.0,370.0,,,-37.7431,144.95600000000005,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,650000.0,3058.0,2.0,312.0,,,-37.7362,144.9714,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1286000.0,3058.0,2.0,435.0,,,-37.7477,144.9483,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,885000.0,3058.0,2.0,255.0,,1920.0,-37.7493,144.9701,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1400000.0,3058.0,1.0,856.0,189.0,1970.0,-37.7432,144.9481,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,470000.0,3058.0,1.0,0.0,,,-37.7379,144.9683,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1260000.0,3058.0,0.0,407.0,230.0,1930.0,-37.7471,144.9579,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,920000.0,3058.0,0.0,157.0,,,-37.7464,144.9676,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,841000.0,3058.0,3.0,385.0,98.0,1920.0,-37.734,144.9603,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,537500.0,3058.0,1.0,0.0,73.0,1975.0,-37.7435,144.9563,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,1130000.0,3058.0,2.0,520.0,,,-37.7543,144.9717,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,598000.0,3058.0,1.0,108.0,100.0,2007.0,-37.7379,144.9617,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1120000.0,3058.0,1.0,293.0,180.0,2006.0,-37.7481,144.9663,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,870000.0,3058.0,1.0,371.0,100.0,1980.0,-37.735,144.9558,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,680000.0,3058.0,2.0,462.0,72.0,1920.0,-37.7448,144.9478,3058.0,129.0,87.31007751937985,260.0
Coburg,1,h,482500.0,3058.0,1.0,108.0,,,-37.7554,144.9648,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,825000.0,3058.0,2.0,577.0,131.0,1920.0,-37.7459,144.9773,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,725000.0,3058.0,0.0,238.0,131.0,1900.0,-37.7539,144.9612,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1250000.0,3058.0,1.0,515.0,249.0,1900.0,-37.7537,144.9766,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,1008000.0,3058.0,3.0,457.0,89.0,1940.0,-37.7505,144.9725,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,599000.0,3058.0,1.0,76.0,,,-37.7474,144.9621,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,860000.0,3058.0,1.0,483.0,,,-37.7509,144.9696,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,990000.0,3058.0,1.0,488.0,142.0,1930.0,-37.7537,144.9532,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,451000.0,3058.0,1.0,0.0,72.0,1970.0,-37.752,144.954,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,635000.0,3058.0,3.0,339.0,149.0,1920.0,-37.7404,144.9559,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,967000.0,3058.0,1.0,169.0,,,-37.7494,144.9681,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1025000.0,3058.0,3.0,336.0,112.0,1950.0,-37.7408,144.9558,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,700000.0,3058.0,1.0,138.0,102.0,2000.0,-37.7406,144.9555,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1130000.0,3058.0,3.0,206.0,80.0,1945.0,-37.7382,144.9563,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,835000.0,3058.0,2.0,385.0,,,-37.7376,144.9638,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,845000.0,3058.0,1.0,221.0,,1980.0,-37.74800000000001,144.9603,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,600000.0,3058.0,1.0,102.0,95.0,1976.0,-37.736,144.9665,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1461000.0,3058.0,2.0,571.0,,,-37.7535,144.9779,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1150000.0,3058.0,2.0,43.0,205.0,1930.0,-37.7456,144.9469,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,515000.0,3058.0,2.0,0.0,70.0,1970.0,-37.7474,144.9608,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,770000.0,3058.0,2.0,408.0,,1970.0,-37.7366,144.9564,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,472000.0,3058.0,1.0,500.0,69.0,1975.0,-37.747,144.9515,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,901000.0,3058.0,1.0,545.0,107.0,1940.0,-37.7445,144.9471,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,642000.0,3058.0,0.0,167.0,,,-37.7477,144.9647,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,605000.0,3058.0,1.0,0.0,13.0,1969.0,-37.7519,144.9721,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,687000.0,3058.0,1.0,116.0,140.0,1995.0,-37.7454,144.9487,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,975000.0,3058.0,2.0,307.0,203.0,1996.0,-37.74800000000001,144.9602,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,985000.0,3058.0,1.0,309.0,,1880.0,-37.7434,144.9697,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,835000.0,3058.0,1.0,459.0,,,-37.7388,144.9529,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,951000.0,3058.0,0.0,342.0,,,-37.743,144.95600000000005,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1370000.0,3058.0,1.0,563.0,130.0,1930.0,-37.7493,144.97799999999995,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,700000.0,3058.0,2.0,381.0,92.0,1925.0,-37.74,144.9516,3058.0,129.0,87.31007751937985,260.0
Coburg,3,t,810000.0,3058.0,1.0,213.0,131.0,2010.0,-37.7461,144.9584,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,445000.0,3058.0,1.0,0.0,,2007.0,-37.7336,144.9597,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,838000.0,3058.0,1.0,576.0,147.0,1960.0,-37.7369,144.9637,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,810000.0,3058.0,1.0,370.0,,,-37.7489,144.9598,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1150000.0,3058.0,2.0,633.0,164.0,1990.0,-37.7531,144.9504,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,931000.0,3058.0,1.0,412.0,160.0,1920.0,-37.7432,144.9768,3058.0,129.0,87.31007751937985,260.0
Coburg,4,h,1331000.0,3058.0,2.0,394.0,,,-37.7534,144.9679,3058.0,129.0,87.31007751937985,260.0
Coburg,1,h,1007000.0,3058.0,0.0,807.0,1.0,,-37.7373,144.9825,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,981000.0,3058.0,1.0,263.0,114.0,1910.0,-37.7493,144.97,3058.0,129.0,87.31007751937985,260.0
Coburg,2,t,570000.0,3058.0,1.0,0.0,86.0,1900.0,-37.7367,144.9701,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,500000.0,3058.0,1.0,113.0,70.0,1970.0,-37.7424,144.961,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,830000.0,3058.0,0.0,559.0,,,-37.7384,144.9617,3058.0,129.0,87.31007751937985,260.0
Coburg,3,h,1194500.0,3058.0,2.0,537.0,,,-37.7443,144.9494,3058.0,129.0,87.31007751937985,260.0
Coburg,2,u,425000.0,3058.0,1.0,0.0,,,-37.7363,144.9723,3058.0,129.0,87.31007751937985,260.0
Coburg,2,h,645000.0,3058.0,1.0,702.0,,,-37.7517,144.9795,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,895000.0,3058.0,2.0,661.0,,,-37.7246,144.9828,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,655000.0,3058.0,0.0,404.0,98.0,1950.0,-37.7305,144.9803,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,t,631000.0,3058.0,1.0,178.0,120.0,2012.0,-37.7297,144.9645,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,t,600000.0,3058.0,1.0,145.0,105.0,2010.0,-37.7295,144.9641,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,820000.0,3058.0,3.0,498.0,,,-37.7329,144.9721,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,715000.0,3058.0,2.0,173.0,120.0,2010.0,-37.7308,144.9832,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,735000.0,3058.0,1.0,427.0,,,-37.7303,144.9773,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,864000.0,3058.0,2.0,565.0,115.0,1950.0,-37.7283,144.969,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,700000.0,3058.0,2.0,626.0,108.0,1950.0,-37.7201,144.9696,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,735000.0,3058.0,2.0,302.0,,,-37.7271,144.9842,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,t,591000.0,3058.0,1.0,0.0,86.0,2008.0,-37.721,144.9527,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,860000.0,3058.0,3.0,586.0,145.0,1950.0,-37.7205,144.9659,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,h,765000.0,3058.0,2.0,563.0,116.0,1925.0,-37.723,144.96,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,625000.0,3058.0,2.0,104.0,138.0,2014.0,-37.7307,144.9826,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,h,745000.0,3058.0,3.0,526.0,90.0,1940.0,-37.732,144.9832,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,1050000.0,3058.0,2.0,501.0,258.0,2016.0,-37.7266,144.9823,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,782000.0,3058.0,3.0,576.0,,,-37.7269,144.9654,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,h,935000.0,3058.0,2.0,833.0,107.0,1960.0,-37.7297,144.9654,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,1009000.0,3058.0,2.0,590.0,,1950.0,-37.7197,144.9585,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,780000.0,3058.0,2.0,307.0,96.0,1950.0,-37.7215,144.9533,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,707000.0,3058.0,3.0,556.0,129.0,1950.0,-37.7305,144.9605,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,772000.0,3058.0,1.0,367.0,,,-37.728,144.963,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,745000.0,3058.0,3.0,473.0,,,-37.7316,144.9789,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,u,532500.0,3058.0,1.0,168.0,,1970.0,-37.73,144.9629,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,750000.0,3058.0,2.0,310.0,,,-37.7305,144.9809,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,815000.0,3058.0,2.0,376.0,,,-37.7295,144.982,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,950000.0,3058.0,2.0,298.0,231.0,2013.0,-37.7308,144.9836,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,780000.0,3058.0,2.0,677.0,,,-37.7297,144.9648,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,860000.0,3058.0,3.0,472.0,134.0,1970.0,-37.734,144.9728,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,h,530000.0,3058.0,1.0,332.0,,,-37.7187,144.9564,3058.0,129.0,87.31007751937985,260.0
Coburg North,2,t,570000.0,3058.0,2.0,186.0,,,-37.7263,144.9843,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,2000000.0,3058.0,1.0,973.0,,,-37.7284,144.9843,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,650000.0,3058.0,1.0,407.0,95.0,1930.0,-37.7351,144.9833,3058.0,129.0,87.31007751937985,260.0
Coburg North,4,h,792000.0,3058.0,1.0,320.0,131.0,1950.0,-37.7242,144.9612,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,720000.0,3058.0,2.0,499.0,105.0,1970.0,-37.7236,144.9576,3058.0,129.0,87.31007751937985,260.0
Coburg North,3,h,970000.0,3058.0,2.0,575.0,129.0,1960.0,-37.7307,144.9704,3058.0,129.0,87.31007751937985,260.0
Collingwood,2,t,750000.0,3066.0,1.0,115.0,,,-37.7968,144.9891,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,890000.0,3066.0,1.0,178.0,70.0,1900.0,-37.7974,144.9915,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,1260000.0,3066.0,1.0,0.0,129.0,1900.0,-37.8042,144.9845,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,855000.0,3066.0,1.0,2886.0,122.0,1830.0,-37.8042,144.9845,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,h,1260000.0,3066.0,0.0,167.0,,1900.0,-37.7962,144.9866,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1320000.0,3066.0,1.0,0.0,,,-37.7969,144.9885,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1430000.0,3066.0,0.0,231.0,,,-37.7969,144.9905,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,t,1125000.0,3066.0,2.0,0.0,151.0,2000.0,-37.8083,144.9908,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,u,950000.0,3066.0,1.0,15900.0,,,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,910000.0,3066.0,1.0,0.0,97.0,1880.0,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,452000.0,3066.0,1.0,816.0,53.0,2000.0,-37.802,144.9848,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,440000.0,3066.0,1.0,2773.0,,2010.0,-37.802,144.9854,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,415000.0,3066.0,1.0,3701.0,62.0,2005.0,-37.809,144.9911,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1015000.0,3066.0,0.0,117.0,,,-37.7948,144.9861,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,372000.0,3066.0,1.0,0.0,65.0,2005.0,-37.809,144.9911,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,u,1326000.0,3066.0,1.0,0.0,190.0,2013.0,-37.8032,144.9842,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,t,910000.0,3066.0,1.0,171.0,,,-37.8006,144.9925,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1230000.0,3066.0,1.0,0.0,153.0,1920.0,-37.8042,144.9845,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,855000.0,3066.0,0.0,130.0,80.0,1890.0,-37.7953,144.9882,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,457000.0,3066.0,1.0,406.0,49.0,1970.0,-37.796,144.9911,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,t,897500.0,3066.0,1.0,82.0,82.0,1995.0,-37.7961,144.9873,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,865000.0,3066.0,1.0,0.0,,,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1265000.0,3066.0,1.0,282.0,112.0,1920.0,-37.7985,144.9883,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1260000.0,3066.0,2.0,116.0,,,-37.8067,144.984,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,h,1075000.0,3066.0,0.0,183.0,104.0,1880.0,-37.7948,144.9875,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,u,1470000.0,3066.0,2.0,0.0,,,-37.8037,144.9846,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,366000.0,3066.0,1.0,0.0,44.0,1970.0,-37.796,144.9911,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,461000.0,3066.0,1.0,0.0,,,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,981000.0,3066.0,0.0,188.0,107.0,1900.0,-37.7964,144.9923,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,683000.0,3066.0,1.0,0.0,92.0,1900.0,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,h,1470000.0,3066.0,0.0,150.0,,,-37.7968,144.9924,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,670000.0,3066.0,0.0,118.0,,,-37.7976,144.993,3066.0,283.0,128.13780918727915,350.0
Collingwood,1,u,430000.0,3066.0,1.0,0.0,52.0,,-37.8019,144.9845,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,515000.0,3066.0,1.0,816.0,,,-37.802,144.9848,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,h,1000000.0,3066.0,2.0,159.0,86.0,1880.0,-37.7962,144.9887,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,t,887500.0,3066.0,1.0,81.0,82.0,2000.0,-37.7961,144.9874,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,713500.0,3066.0,1.0,1060.0,88.0,2010.0,-37.7954,144.9868,3066.0,283.0,128.13780918727915,350.0
Collingwood,3,u,1500000.0,3066.0,2.0,0.0,159.0,1920.0,-37.8042,144.9845,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,672000.0,3066.0,1.0,0.0,60.0,2002.0,-37.8046,144.984,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,1215000.0,3066.0,1.0,0.0,,1895.0,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,800000.0,3066.0,1.0,0.0,91.0,1900.0,-37.8026,144.9848,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,1645000.0,3066.0,3.0,0.0,2.0,1890.0,-37.8046,144.9858,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,450000.0,3066.0,1.0,0.0,,1970.0,-37.7988,144.9912,3066.0,283.0,128.13780918727915,350.0
Collingwood,2,u,860000.0,3066.0,1.0,0.0,114.0,1920.0,-37.8035,144.985,3066.0,283.0,128.13780918727915,350.0
Doncaster,4,h,1924500.0,3108.0,2.0,1157.0,,,-37.7779,145.127,3108.0,140.0,126.9,350.0
Doncaster,2,u,492500.0,3108.0,1.0,65.0,,1975.0,-37.7887,145.1438,3108.0,140.0,126.9,350.0
Doncaster,4,h,1408000.0,3108.0,0.0,725.0,,,-37.7891,145.1073,3108.0,140.0,126.9,350.0
